,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,descr_THOUGHT.text_corrected,METdescr_prepLVL1,METdescr_prepLVL1A,METdescr_prepLVL2,METdescr_prepLVL2A
44,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,6113ffbf45e79bc2769db74c,clip_context_g1_6113ffbf45e79bc2769db74c_655729.csv,2025-07-01_04h33.24.315,i imagined my self watching a bunch of heavy metal songs with my favorite headset on.,5.0,3.0,1.0,3,4,True,25,Female,United States,United States,English,False,,False,,5,1,,i imagined my self watching a bunch of heavy metal songs with my favorite headset on,i my self watching a bunch of heavy with my favorite headset on,i imagined my self watching a bunch of heavy with my favorite headset on,self watch bunch heavy favorite headset,imagine self watch bunch heavy favorite headset
45,80s_MED_08,80s,video game,VIDEOGAME-80s_MED_08,clip_context_g1,6113ffbf45e79bc2769db74c,clip_context_g1_6113ffbf45e79bc2769db74c_655729.csv,2025-07-01_04h33.24.315,I imagined my self playing a nostalgic mobile game while this song plays as a sound track while i'm going through the tutorial.,4.0,4.0,2.0,2,3,True,25,Female,United States,United States,English,False,,False,,5,1,,i imagined my self playing a nostalgic mobile game while this song plays as a sound track while i am going through the tutorial,i my self a nostalgic mobile while this as a track while i am going through the tutorial,i imagined my self a nostalgic mobile while this as a sound track while i am going through the tutorial,self nostalgic mobile track go tutorial,imagine self nostalgic mobile sound track go tutorial
46,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,6113ffbf45e79bc2769db74c,clip_context_g1_6113ffbf45e79bc2769db74c_655729.csv,2025-07-01_04h33.24.315,reminds me of a Tom & jerry show i used to watch. The sound track playing in the background while Tom and jerry are being mischievous as usual.,4.0,5.0,1.0,3,2,True,25,Female,United States,United States,English,False,,False,,5,1,,reminds me of a tom jerry show i used to watch the sound track playing in the background while tom and jerry are being mischievous as usual,me of a tom jerry show i used to watch the track in the background while tom and jerry are being mischievous as usual,reminds me of a tom jerry show i used to watch the sound track in the background while tom and jerry are being mischievous as usual,tom jerry show use watch track background tom jerry mischievous usual,reminds tom jerry show use watch sound track background tom jerry mischievous usual
47,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,6113ffbf45e79bc2769db74c,clip_context_g1_6113ffbf45e79bc2769db74c_655729.csv,2025-07-01_04h33.24.315,The clip reminds me of a popular Jason statham action movie i watched a few years ago. The main actor being chased by the bad guys or the cops.,4.0,3.0,1.0,3,2,True,25,Female,United States,United States,English,False,,False,,5,1,,the clip reminds me of a popular jason statham action movie i watched a few years ago the main actor being chased by the bad guys or the cops,the me of a popular jason statham action i watched a few years ago the main actor being chased by the bad guys or the cops,the reminds me of a popular jason statham action i watched a few years ago the main actor being chased by the bad guys or the cops,popular jason statham action watch year ago main actor chase bad guy cop,remind popular jason statham action watch year ago main actor chase bad guy cop
48,Jaz_LOW_19,Jazz,concert ,CONCERT-Jaz_LOW_19,clip_context_g1,629e633c82ed7bd84fce0f9a,clip_context_g1_629e633c82ed7bd84fce0f9a_829867.csv,2025-07-01_06h00.46.768,"I imagined some sort of 20's-style anime, maybe like Baccano, with some manner of heist going on with this as the BGM.",5.0,4.0,2.0,1,5,True,30,Male,United States,United States,English,False,,False,,3,2,,i imagined some sort of 20s style anime maybe like baccano with some manner of heist going on with this as the background music,i some sort of 20s style anime maybe baccano with some manner of heist going on with this as the background,i imagined some sort of 20s style anime maybe like baccano with some manner of heist going on with this as the background,sort style anime maybe baccano manner heist go background,imagine sort style anime maybe like baccano manner heist go background
49,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,629e633c82ed7bd84fce0f9a,clip_context_g1_629e633c82ed7bd84fce0f9a_829867.csv,2025-07-01_06h00.46.768,"Dimly-lit dancehall, bright, flashing LED lights, a DJ hyping the people up in the crowd, almost a rave air about it.",5.0,5.0,4.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,2,,dimly lit dance hall bright flashing led lights a dj hyping the people up in the crowd almost a rave air about it,dimly lit dance hall bright flashing led lights a dj hyping the people up in the crowd almost a rave air about it,dimly lit dance hall bright flashing led lights a dj hyping the people up in the crowd almost a rave air about it,dimly lit dance hall bright flash lead light dj hype people crowd almost rave air,dimly lit dance hall bright flash lead light dj hype people crowd almost rave air
50,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,629e633c82ed7bd84fce0f9a,clip_context_g1_629e633c82ed7bd84fce0f9a_829867.csv,2025-07-01_06h00.46.768,"Classic lounge music, prohibition-era speakeasy or something like that, a scene you'd see in some older show or movie centering on a private eye.",5.0,5.0,4.0,1,5,True,30,Male,United States,United States,English,False,,False,,3,2,,classic lounge music prohibition era speakeasy or something like that a scene youd see in some older show or movie centering on a private eye,classic lounge prohibition era speakeasy or something that a youd see in some older show or centering on a private eye,classic lounge prohibition era speakeasy or something like that a scene youd see in some older show or centering on a private eye,classic lounge prohibition era speakeasy something youd see old show centering private eye,classic lounge prohibition era speakeasy something like scene youd see old show centering private eye
53,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,629e633c82ed7bd84fce0f9a,clip_context_g1_629e633c82ed7bd84fce0f9a_829867.csv,2025-07-01_06h00.46.768,"Noir film, rainy night in the inner city, as the private eye walks somberly down the middle of the empty road. Very evocative.",5.0,5.0,4.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,2,,noir film rainy night in the inner city as the private eye walks somberly down the middle of the empty road very evocative,noir rainy night in the inner city as the private eye walks somberly down the middle of the empty road very evocative,noir rainy night in the inner city as the private eye walks somberly down the middle of the empty road very evocative,noir rainy night inner city private eye walk somberly middle empty road evocative,noir rainy night inner city private eye walk somberly middle empty road evocative
56,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,629e633c82ed7bd84fce0f9a,clip_context_g1_629e633c82ed7bd84fce0f9a_829867.csv,2025-07-01_06h00.46.768,"It's not even that I have a thought of where it should be, I just don't picture that in a bar. It's more at home in a Guitar Hero game than a bar. If I hear that in a bar, I have to haul it out of there, because this is some serious biker bar or something.",5.0,5.0,3.0,1,2,True,30,Male,United States,United States,English,False,,False,,3,2,,its not even that i have a thought of where it should be i just do not picture that in a bar its more at home in a guitar hero game than a bar if i hear that in a bar i have to haul it out of there because this is some serious biker bar or something,its not even that i have a of where it should be i just do not that in a its more at home in a hero than a if i hear that in a i have to haul it out of there because this is some serious biker or something,its not even that i have a thought of where it should be i just do not picture that in a its more at home in a hero than a if i hear that in a i have to haul it out of there because this is some serious biker or something,even home hero hear haul serious biker something,even thought picture home hero hear haul serious biker something
57,Ele_MED_20,Electronic,concert ,CONCERT-Ele_MED_20,clip_context_g1,629e633c82ed7bd84fce0f9a,clip_context_g1_629e633c82ed7bd84fce0f9a_829867.csv,2025-07-01_06h00.46.768,"This is the kind of background music you hear when some big tech company makes some ""major innovation in the sphere"" and decides to make a five-minute-long info dump explaining why this $1000 smartphone is different from the one you just bought.",5.0,5.0,2.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,2,,this is the kind of background music you hear when some big tech company makes some major innovation in the sphere and decides to make a five minute long info dump explaining why this 1000 dollars smartphone is different from the one you just bought,this is the kind of background you hear when some big tech company some major innovation in the sphere and decides to a five minute long info dump explaining why this 1000 dollars smartphone is different from the one you just bought,this is the kind of background you hear when some big tech company makes some major innovation in the sphere and decides to make a five minute long info dump explaining why this 1000 dollars smartphone is different from the one you just bought,kind background hear big tech company major innovation sphere decide five minute long info dump explain dollar smartphone different one buy,kind background hear big tech company make major innovation sphere decide make five minute long info dump explain dollar smartphone different one buy
60,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,629e633c82ed7bd84fce0f9a,clip_context_g1_629e633c82ed7bd84fce0f9a_829867.csv,2025-07-01_06h00.46.768,This is what someone puts as the backing music for their modern take on MegaMan in a big fight. It's like a modernized rom hack.,5.0,5.0,5.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,2,,this is what someone puts as the backing music for their modern take on mega man in a big fight its like a modernized rom hack,this is what someone puts as the backing for their modern take on mega man in a big fight its a modernized rom hack,this is what someone puts as the backing for their modern take on mega man in a big fight its like a modernized rom hack,someone put backing modern take mega man big fight modernize rom hack,someone put backing modern take mega man big fight like modernize rom hack
61,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,629e633c82ed7bd84fce0f9a,clip_context_g1_629e633c82ed7bd84fce0f9a_829867.csv,2025-07-01_06h00.46.768,"This feels like it was just ripped straight from a level in Shovel Knight. Dunno which though, never beat it myself. If you play this in a bar, they'll laugh you straight out.",5.0,5.0,2.0,1,4,True,30,Male,United States,United States,English,False,,False,,3,2,,this feels like it was just ripped straight from a level in shovel knight dunno which though never beat it myself if you play this in a bar theyll laugh you straight out,this feels it was just ripped straight from a level in shovel knight dunno which though never beat it myself if you this in a theyll laugh you straight out,this feels like it was just ripped straight from a level in shovel knight dunno which though never beat it myself if you this in a theyll laugh you straight out,feel rip straight level shovel knight dunno though never beat theyll laugh straight,feel like rip straight level shovel knight dunno though never beat theyll laugh straight
