,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback
80,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,It was quite fast and uptempo and quite enjoyable. You would expect to hear it in a movie.,4.0,2.0,4.0,1,5,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
81,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,It was very smooth and Jazz like,5.0,4.0,2.0,2,5,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
82,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,I'd say this was relaxing music but I wouldn't associate it with video game music,4.0,4.0,2.0,2,4,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
83,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,A solid rock song which has a good beat to it. I expect to hear this in a concert,5.0,4.0,2.0,3,4,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
84,Jaz_LOW_19,Jazz,concert ,CONCERT-Jaz_LOW_19,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,I'd expect to hear this type of music in a Jazz film such as La La Land,5.0,4.0,2.0,3,5,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
85,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,A sort of different kind of Rock. I was expecting it to be a bit shouty but there was just a hint of that,5.0,5.0,4.0,2,3,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
86,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,A whimsical sound to it,4.0,4.0,4.0,2,4,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
87,Met_MED_20,Metal,video game,VIDEOGAME-Met_MED_20,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,Sounds like it would be in guitar hero,4.0,4.0,4.0,3,4,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
88,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,Expect to hear this in an action adventure sci fi game,4.0,3.0,2.0,2,4,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
89,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,A relaxing vibe to it. Easy listening.,4.0,4.0,3.0,2,4,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
90,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,It reminded me of the opening theme tune to the show Seinfeld,4.0,4.0,1.0,3,4,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
91,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,It sounded quite different and you could hear the voices but not specific words,4.0,4.0,4.0,1,3,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
92,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,It had a good beat to it and was intriguing,4.0,4.0,3.0,2,4,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
93,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,It sounded like classic video game music,5.0,5.0,2.0,3,5,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
94,80s_MED_08,80s,video game,VIDEOGAME-80s_MED_08,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,It had a slight Jazz vibe to it,5.0,4.0,3.0,3,4,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
95,Ele_MED_20,Electronic,concert ,CONCERT-Ele_MED_20,clip_context_g1,67914a71e31261f2ae882759,clip_context_g1_67914a71e31261f2ae882759_527808.csv,2025-07-01_11h11.39.849,It was quite an emotional piece of music,4.0,4.0,5.0,1,5,True,26,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
96,80s_MED_08,80s,video game,VIDEOGAME-80s_MED_08,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,"An adventure, with hurdles or obstacles to scale. Although, these obstacles may not be too difficult.",5.0,3.0,2.0,2,3,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
97,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,"A scene from a movie, where one has a thoughtful feeling.",4.0,3.0,2.0,4,3,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
98,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,"An unusual quietness in the bar as a result of the song, then afterwards a uniform round of applause and the usual bar chatter continues.",4.0,3.0,2.0,3,2,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
99,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,A movie scene were there's a party at the bar after a victory.,5.0,2.0,3.0,1,3,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
100,Jaz_LOW_19,Jazz,concert ,CONCERT-Jaz_LOW_19,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,A popular band playing their instruments and performing enthusiastically for the crowd.,5.0,3.0,2.0,2,2,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
101,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,A cacophony of noise at a concert synonymous with mayhem.,5.0,4.0,5.0,3,1,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
103,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,Two adult lovebirds dancing over the song at a bar or party.,5.0,3.0,2.0,3,2,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
104,Met_MED_20,Metal,video game,VIDEOGAME-Met_MED_20,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,Usually the beginning of an adventure game like subway surf or a sports car racing game.,5.0,3.0,3.0,3,1,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
105,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,A song usually played at a party especially in movies of the 90's.,5.0,2.0,4.0,3,3,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
106,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,Not your usual bar song but more commonly heard at a party hosted and full of school teens.,5.0,2.0,2.0,3,2,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
107,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,A song typical of an action movie - more specially in scenes that involve a chase of some sort.,5.0,3.0,4.0,2,2,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
108,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,A song typical of cartoons or kids' shows.,5.0,2.0,4.0,1,1,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
109,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,A scenario where one walks into a bar to meet with a friend for a discussion.,5.0,3.0,4.0,3,2,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
110,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,A theme song for an adventure game.,5.0,1.0,3.0,4,1,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
111,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,67b8f459f36ac348b98d6cad,clip_context_g1_67b8f459f36ac348b98d6cad_363653.csv,2025-07-01_06h09.45.587,Usual theme song for puzzle games. Although it came feature a scene where two people are dancing at a bar.,5.0,2.0,4.0,2,2,True,24,Female,United States,United States,English,False,,False,,7,2,None at all.
112,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"my parents being in love back in the days, I recently came across a picture of both of them holding hands and the moment the music began, the picture flashed through my mind",5.0,5.0,4.0,2,4,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
113,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"I started trying to remember a lot of action movies I watched in the past. And it made me begin to desire more action movies, I think I would watch one tonight",5.0,3.0,3.0,3,3,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
114,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"A circus, I remember seeing a circus for the first time, the music just brought the memories back",5.0,3.0,1.0,3,4,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
115,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"At first I imagined laying on my bed on a rainy day with a peaceful mind free from worries and the chaos but then when the beats came in, I saw myself jump off the bed and back to reality",4.0,2.0,4.0,3,4,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
117,Jaz_LOW_19,Jazz,concert ,CONCERT-Jaz_LOW_19,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"I felt like I was living in the oldies with thoughts of how the cars looked back then, how the men dressed in their cowboy wears and how the ladies carried their hairs and how they dressed",4.0,2.0,5.0,4,4,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
118,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"I saw myself having fun at a concert, dancing and enjoying the music with friends from school, we were having a reunion and just drinking, gisting, dancing and everyone seemed happy",5.0,3.0,2.0,4,5,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
119,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"It brought a memory where things were in a chaotic mess for me, I had just lost my job and I could not think straight back then so I usually play hard rock music, I thought that could make my worry less.",5.0,3.0,1.0,4,2,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
120,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"My wife emily, how we met and the many dates we have been on, I remembered when I proposed to her, the music that played that day came to mind",3.0,2.0,1.0,3,4,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
121,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"having it rough and tough in life, experiencing a stressful period in your life and just feeling so worn out sometimes ",5.0,5.0,3.0,2,1,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
122,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,My wife emily in her red dress playing her piano. I love it when she plays the piano. The dress was a valentine gift I gave her two years ago. She wore it that day and sat to play her piano. The picture is still in my head. I watched her from the beginning ,4.0,4.0,1.0,3,5,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
123,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"I just thought about suspense while listening to the music. Suspense movies, Suspense games, real life suspense",5.0,2.0,3.0,4,2,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
124,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,There is hope for a better tomorrow. That was the thought that came to me while listening. I believe in hope and faith,3.0,3.0,5.0,4,5,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
126,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"chaotic and busy areas especially the busy places in New York City, The traffic, the rowdiness, the noise etc. I dont like such places, I prefer a quiet and peaceful environment",4.0,5.0,1.0,3,1,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
127,80s_MED_08,80s,video game,VIDEOGAME-80s_MED_08,clip_context_g1,67bcdb18c5a07dca6589a461,clip_context_g1_67bcdb18c5a07dca6589a461_110679.csv,2025-07-01_05h54.36.316,"I saw my lovely son Eric acting in their school drama, there was this time I watched him act and I was very proud of him, the music is similar perhaps thats why I immediately imagined the scene",5.0,5.0,1.0,4,5,True,30,Male,United States,United States,English,False,,False,,7,2,The study went well and I did not experience any issues. Thanks.
128,Met_MED_20,Metal,video game,VIDEOGAME-Met_MED_20,clip_context_g1,67d184729aa937ccec298d54,clip_context_g1_67d184729aa937ccec298d54_335037.csv,2025-07-03_06h49.19.138,I imagined playing a game like Sonic the Hedgehog,3.0,2.0,2.0,3,3,True,24,Female,United States,United States,English,False,,False,,5,2,No comment
129,Ele_MED_20,Electronic,concert ,CONCERT-Ele_MED_20,clip_context_g1,67d184729aa937ccec298d54,clip_context_g1_67d184729aa937ccec298d54_335037.csv,2025-07-03_06h49.19.138,"It has a nice, chill vibe. It's the kind of music that makes you want to relax and maybe daydream a little.",3.0,3.0,3.0,3,3,True,24,Female,United States,United States,English,False,,False,,5,2,No comment
130,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,67d184729aa937ccec298d54,clip_context_g1_67d184729aa937ccec298d54_335037.csv,2025-07-03_06h49.19.138,"It has a nice, laid-back vibe. The kind of song you could listen while hanging out with friends on a summer evening.",3.0,3.0,3.0,3,3,True,24,Female,United States,United States,English,False,,False,,5,2,No comment
131,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,67d184729aa937ccec298d54,clip_context_g1_67d184729aa937ccec298d54_335037.csv,2025-07-03_06h49.19.138,"It has a gentle acoustic sound with a relaxed feel, perfect for unwinding.",3.0,3.0,3.0,3,3,True,24,Female,United States,United States,English,False,,False,,5,2,No comment
